[ 0.925  0.075]
[ 0.20436111  0.79563889]
[ 0.03263509  0.96736491]
[ 0.16666667  0.83333333]
[ 0.05300353  0.94699647]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.221  0.779]
[ 0.05800464  0.94199536]
[ 0.07023411  0.92976589]
[ 0.4355  0.5645]
[ 0.2  0.8]
[ 0.0212766  0.9787234]
[ 0.  1.]
[ 0.  1.]
[ 0.7005  0.2995]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.07725  0.92275]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.06823266  0.93176734]
[ 0.32309804  0.67690196]
[ 0.6015  0.3985]
[ 0.25625  0.74375]
[ 0.05379245  0.94620755]
[ 0.06379585  0.93620415]
[ 0.6805  0.3195]
[ 0.  1.]
[ 0.01965377  0.98034623]
[ 0.03263509  0.96736491]
[ 0.1015  0.8985]
[ 0.05983333  0.94016667]
[ 0.08104167  0.91895833]
[ 0.08  0.92]
[ 0.0625  0.9375]
[ 0.05428571  0.94571429]
[ 0.21596667  0.78403333]
[ 0.22291667  0.77708333]
[ 0.05521472  0.94478528]
[ 0.04661112  0.95338888]
[ 0.05714286  0.94285714]
[ 0.135  0.865]
[ 0.  1.]
[ 0.07052897  0.92947103]
[ 0.13284286  0.86715714]
[ 0.13701136  0.86298864]
[ 0.  1.]
[ 0.4175  0.5825]
[ 0.04212168  0.95787832]
[ 0.09701493  0.90298507]
[ 0.15202222  0.84797778]
[ 0.03263509  0.96736491]
[ 0.21425  0.78575]
[ 0.05379245  0.94620755]
[ 0.08  0.92]
[ 0.03263509  0.96736491]
[ 0.09090909  0.90909091]
[ 0.15625  0.84375]
[ 0.06593407  0.93406593]
[ 0.  1.]
[ 0.02352941  0.97647059]
[ 0.2  0.8]
[ 0.09090909  0.90909091]
[ 0.05379245  0.94620755]
[ 0.14285714  0.85714286]
[ 0.0664557  0.9335443]
[ 0.  1.]
[ 0.  1.]
[ 0.06823266  0.93176734]
[ 0.03263509  0.96736491]
[ 0.06823266  0.93176734]
[ 0.502  0.498]
[ 0.05428571  0.94571429]
[ 0.03263509  0.96736491]
[ 0.04945055  0.95054945]
[ 0.07142857  0.92857143]
[ 0.  1.]
[ 0.777  0.223]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.2275  0.7725]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.09395973  0.90604027]
[ 0.13560441  0.86439559]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.06477733  0.93522267]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.125  0.875]
[ 0.15  0.85]
[ 0.02272727  0.97727273]
[ 0.0664557  0.9335443]
[ 0.0664557  0.9335443]
[ 0.10641667  0.89358333]
[ 0.33333333  0.66666667]
[ 0.05228333  0.94771667]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.025  0.975]
[ 0.3  0.7]
[ 0.125  0.875]
[ 0.02489627  0.97510373]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.09016393  0.90983607]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.16666667  0.83333333]
[ 0.25  0.75]
[ 0.03263509  0.96736491]
[ 0.36041667  0.63958333]
[ 0.09701493  0.90298507]
[ 0.03263509  0.96736491]
[ 0.08425  0.91575]
[ 0.05379245  0.94620755]
[ 0.02777778  0.97222222]
[ 0.07142857  0.92857143]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.08  0.92]
[ 0.  1.]
[ 0.2735  0.7265]
[ 0.04735376  0.95264624]
[ 0.07142857  0.92857143]
[ 0.33333333  0.66666667]
[ 0.  1.]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.287  0.713]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.  1.]
[ 0.07156667  0.92843333]
[ 0.06791667  0.93208333]
[ 0.646  0.354]
[ 0.05379245  0.94620755]
[ 0.3085  0.6915]
[ 0.03263509  0.96736491]
[ 0.04735376  0.95264624]
[ 0.228  0.772]
[ 0.05379245  0.94620755]
[ 0.1135  0.8865]
[ 0.05379245  0.94620755]
[ 0.16216216  0.83783784]
[ 0.  1.]
[ 0.125  0.875]
[ 0.02564103  0.97435897]
[ 0.05379245  0.94620755]
[ 0.228125  0.771875]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.04735376  0.95264624]
[ 0.19541667  0.80458333]
[ 0.0664557  0.9335443]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.5  0.5]
[ 0.  1.]
[ 0.15129167  0.84870833]
[ 0.07894737  0.92105263]
[ 0.4695  0.5305]
[ 0.0905  0.9095]
[ 0.07575758  0.92424242]
[ 0.03263509  0.96736491]
[ 0.271  0.729]
[ 0.1725  0.8275]
[ 0.071125  0.928875]
[ 0.06666667  0.93333333]
[ 0.0952381  0.9047619]
[ 0.04130391  0.95869609]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.14475  0.85525]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.363  0.637]
[ 0.24996667  0.75003333]
[ 0.37625  0.62375]
[ 0.03263509  0.96736491]
[ 0.25525  0.74475]
[ 0.10526316  0.89473684]
[ 0.03448276  0.96551724]
[ 0.23416667  0.76583333]
[ 0.07627119  0.92372881]
[ 0.65625  0.34375]
[ 0.25075  0.74925]
[ 0.0505  0.9495]
[ 0.15101763  0.84898237]
[ 0.039801  0.960199]
[ 0.545  0.455]
[ 0.158  0.842]
[ 0.22091667  0.77908333]
[ 0.20716667  0.79283333]
[ 0.05703422  0.94296578]
[ 0.2995  0.7005]
[ 0.161  0.839]
[ 0.06593407  0.93406593]
[ 0.04735376  0.95264624]
[ 0.32445192  0.67554808]
[ 0.  1.]
[ 0.3025  0.6975]
[ 0.408  0.592]
[ 0.03263509  0.96736491]
[ 0.04  0.96]
[ 0.1005  0.8995]
[ 0.03263509  0.96736491]
[ 0.31225  0.68775]
[ 0.751  0.249]
[ 0.305  0.695]
[ 0.05428571  0.94571429]
[ 0.03263509  0.96736491]
[ 0.0664557  0.9335443]
[ 0.1  0.9]
[ 0.22225  0.77775]
[ 0.08139535  0.91860465]
[ 0.07052897  0.92947103]
[ 0.05405405  0.94594595]
[ 0.1  0.9]
[ 0.457  0.543]
[ 0.23076923  0.76923077]
[ 0.  1.]
[ 0.05800464  0.94199536]
[ 0.03263509  0.96736491]
[ 0.07023411  0.92976589]
[ 0.0664557  0.9335443]
[ 0.01408451  0.98591549]
[ 0.29541667  0.70458333]
[ 0.  1.]
[ 0.45525  0.54475]
[ 0.37275  0.62725]
[ 0.04735376  0.95264624]
[ 0.  1.]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.227  0.773]
[ 0.04735376  0.95264624]
[ 0.2063125  0.7936875]
[ 0.3715  0.6285]
[ 0.183  0.817]
[ 0.06837607  0.93162393]
[ 0.1985  0.8015]
[ 0.  1.]
[ 0.08333333  0.91666667]
[ 0.  1.]
[ 0.162  0.838]
[ 0.  1.]
[ 0.21925  0.78075]
[ 0.234  0.766]
[ 0.  1.]
[ 0.05128205  0.94871795]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.4225  0.5775]
[ 0.5695  0.4305]
[ 0.0664557  0.9335443]
[ 0.161  0.839]
[ 0.3395  0.6605]
[ 0.5145  0.4855]
[ 0.06439394  0.93560606]
[ 0.016875  0.983125]
[ 0.07894737  0.92105263]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.14285714  0.85714286]
[ 0.05379245  0.94620755]
[ 0.4665  0.5335]
[ 0.7835  0.2165]
[ 0.  1.]
[ 0.2395  0.7605]
[ 0.696  0.304]
[ 0.28571429  0.71428571]
[ 0.5465  0.4535]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.48  0.52]
[ 0.05091667  0.94908333]
[ 0.04735376  0.95264624]
[ 0.05379245  0.94620755]
[ 0.11428571  0.88571429]
[ 0.11764706  0.88235294]
[ 0.1635  0.8365]
[ 0.16527083  0.83472917]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.05521472  0.94478528]
[ 0.392  0.608]
[ 0.  1.]
[ 0.05042017  0.94957983]
[ 0.06823266  0.93176734]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.114  0.886]
[ 0.09404025  0.90595975]
[ 0.17317613  0.82682387]
[ 0.  1.]
[ 0.09595238  0.90404762]
[ 0.05428571  0.94571429]
[ 0.06593407  0.93406593]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.08  0.92]
[ 0.05379245  0.94620755]
[ 0.0664557  0.9335443]
[ 0.04735376  0.95264624]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.7295  0.2705]
[ 0.06823266  0.93176734]
[ 0.04735376  0.95264624]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.085  0.915]
[ 0.08333333  0.91666667]
[ 0.03263509  0.96736491]
[ 0.08333333  0.91666667]
[ 0.125  0.875]
[ 0.06379585  0.93620415]
[ 0.0212766  0.9787234]
[ 0.5475  0.4525]
[ 0.05050505  0.94949495]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.  1.]
[ 0.07894737  0.92105263]
[ 0.05555556  0.94444444]
[ 0.2  0.8]
[ 0.46866667  0.53133333]
[ 0.429  0.571]
[ 0.25  0.75]
[ 0.  1.]
[ 0.05800464  0.94199536]
[ 0.09395973  0.90604027]
[ 0.11396667  0.88603333]
[ 0.03263509  0.96736491]
[ 0.14451667  0.85548333]
[ 0.09875  0.90125]
[ 0.28571429  0.71428571]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.131  0.869]
[ 0.04735376  0.95264624]
[ 0.  1.]
[ 0.00782143  0.99217857]
[ 0.09725  0.90275]
[ 0.33333333  0.66666667]
[ 0.  1.]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.08695652  0.91304348]
[ 0.333  0.667]
[ 0.23653571  0.76346429]
[ 0.05800464  0.94199536]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.07052897  0.92947103]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.353  0.647]
[ 0.07225434  0.92774566]
[ 0.528  0.472]
[ 0.07225434  0.92774566]
[ 0.  1.]
[ 0.24333333  0.75666667]
[ 0.18675  0.81325]
[ 0.  1.]
[ 0.30603846  0.69396154]
[ 0.1513125  0.8486875]
[ 0.2855  0.7145]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.11764706  0.88235294]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.2995  0.7005]
[ 0.03263509  0.96736491]
[ 0.06823266  0.93176734]
[ 0.06460714  0.93539286]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.15441667  0.84558333]
[ 0.05800464  0.94199536]
[ 0.05263158  0.94736842]
[ 0.01595833  0.98404167]
[ 0.22222222  0.77777778]
[ 0.06034483  0.93965517]
[ 0.22532894  0.77467106]
[ 0.05379245  0.94620755]
[ 0.38941667  0.61058333]
[ 0.03263509  0.96736491]
[ 0.16325  0.83675]
[ 0.04735376  0.95264624]
[ 0.05555556  0.94444444]
[ 0.253125  0.746875]
[ 0.05703422  0.94296578]
[ 0.07783333  0.92216667]
[ 0.03263509  0.96736491]
[ 0.23575  0.76425]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.02857143  0.97142857]
[ 0.07225434  0.92774566]
[ 0.03263509  0.96736491]
[ 0.884  0.116]
[ 0.  1.]
[ 0.0664557  0.9335443]
[ 0.2  0.8]
[ 0.  1.]
[ 0.04735376  0.95264624]
[ 0.43625  0.56375]
[ 0.4135  0.5865]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.15  0.85]
[ 0.09486036  0.90513964]
[ 0.0664557  0.9335443]
[ 0.05379245  0.94620755]
[ 0.06741573  0.93258427]
[ 0.  1.]
[ 0.23125  0.76875]
[ 0.3455  0.6545]
[ 0.05379245  0.94620755]
[ 0.2205  0.7795]
[ 0.08571429  0.91428571]
[ 0.14675  0.85325]
[ 0.  1.]
[ 0.02857143  0.97142857]
[ 0.07225434  0.92774566]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.3035  0.6965]
[ 0.04814815  0.95185185]
[ 0.07052897  0.92947103]
[ 0.01408451  0.98591549]
[ 0.10066667  0.89933333]
[ 0.  1.]
[ 0.2815  0.7185]
[ 0.2985  0.7015]
[ 0.116  0.884]
[ 0.7015  0.2985]
[ 0.05277692  0.94722308]
[ 0.33333333  0.66666667]
[ 0.04661654  0.95338346]
[ 0.14445238  0.85554762]
[ 0.07041667  0.92958333]
[ 0.03263509  0.96736491]
[ 0.10416667  0.89583333]
[ 0.03263509  0.96736491]
[ 0.2465  0.7535]
[ 0.0664557  0.9335443]
[ 0.30725  0.69275]
[ 0.23811218  0.76188782]
[ 0.1375  0.8625]
[ 0.  1.]
[ 0.28571429  0.71428571]
[ 0.  1.]
[ 0.159375  0.840625]
[ 0.03263509  0.96736491]
[ 0.07575758  0.92424242]
[ 0.  1.]
[ 0.15886587  0.84113413]
[ 1.  0.]
[ 0.03263509  0.96736491]
[ 0.0664557  0.9335443]
[ 0.03263509  0.96736491]
[ 0.04735376  0.95264624]
[ 0.11111111  0.88888889]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.14285714  0.85714286]
[ 0.02777778  0.97222222]
[ 0.07070707  0.92929293]
[ 0.05379245  0.94620755]
[ 0.2  0.8]
[ 0.38031548  0.61968452]
[ 0.11105  0.88895]
[ 0.03263509  0.96736491]
[ 0.09329135  0.90670865]
[ 0.30075  0.69925]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.14175  0.85825]
[ 0.25175  0.74825]
[ 0.3625  0.6375]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.1  0.9]
[ 0.2375  0.7625]
[ 0.0664557  0.9335443]
[ 0.039801  0.960199]
[ 0.  1.]
[ 0.05703422  0.94296578]
[ 0.03263509  0.96736491]
[ 0.04735376  0.95264624]
[ 0.04212168  0.95787832]
[ 0.09921514  0.90078486]
[ 0.0664557  0.9335443]
[ 0.15941667  0.84058333]
[ 0.05124474  0.94875526]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.06823266  0.93176734]
[ 0.05379245  0.94620755]
[ 0.13469524  0.86530476]
[ 0.04212168  0.95787832]
[ 0.631  0.369]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.28316667  0.71683333]
[ 0.0455  0.9545]
[ 0.03263509  0.96736491]
[ 0.02347418  0.97652582]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.06823266  0.93176734]
[ 0.  1.]
[ 0.3815  0.6185]
[ 0.  1.]
[ 0.04814815  0.95185185]
[ 0.10017749  0.89982251]
[ 0.03263509  0.96736491]
[ 0.1  0.9]
[ 0.166  0.834]
[ 0.16925  0.83075]
[ 0.03263509  0.96736491]
[ 0.3541625  0.6458375]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.06379585  0.93620415]
[ 0.03263509  0.96736491]
[ 0.09925  0.90075]
[ 0.03263509  0.96736491]
[ 0.06823266  0.93176734]
[ 0.0315  0.9685]
[ 0.16830556  0.83169444]
[ 0.26580513  0.73419487]
[ 0.1715  0.8285]
[ 0.  1.]
[ 0.  1.]
[ 0.07023411  0.92976589]
[ 0.05703422  0.94296578]
[ 0.06405513  0.93594487]
[ 0.04661654  0.95338346]
[ 0.2545  0.7455]
[ 0.06823266  0.93176734]
[ 0.03263509  0.96736491]
[ 0.12921374  0.87078626]
[ 0.02347418  0.97652582]
[ 0.06823266  0.93176734]
[ 0.1  0.9]
[ 0.06593407  0.93406593]
[ 0.26875  0.73125]
[ 0.2605  0.7395]
[ 0.03263509  0.96736491]
[ 0.09090909  0.90909091]
[ 0.03263509  0.96736491]
[ 0.04761905  0.95238095]
[ 0.  1.]
[ 0.3501119  0.6498881]
[ 0.0664557  0.9335443]
[ 0.26980833  0.73019167]
[ 0.04735376  0.95264624]
[ 0.31  0.69]
[ 0.26925  0.73075]
[ 0.06823266  0.93176734]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.10227083  0.89772917]
[ 0.5495  0.4505]
[ 0.0865  0.9135]
[ 0.05379245  0.94620755]
[ 0.04  0.96]
[ 0.2415  0.7585]
[ 0.09701493  0.90298507]
[ 0.07023411  0.92976589]
[ 0.25150833  0.74849167]
[ 0.12128333  0.87871667]
[ 0.03263509  0.96736491]
[ 0.07023411  0.92976589]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.31633333  0.68366667]
[ 0.0959375  0.9040625]
[ 0.  1.]
[ 0.05800464  0.94199536]
[ 0.17466667  0.82533333]
[ 0.03263509  0.96736491]
[ 0.33333333  0.66666667]
[ 0.0664557  0.9335443]
[ 0.6555  0.3445]
[ 0.02391667  0.97608333]
[ 0.19230769  0.80769231]
[ 0.0664557  0.9335443]
[ 0.19539643  0.80460357]
[ 0.  1.]
[ 0.08333333  0.91666667]
[ 0.23564286  0.76435714]
[ 0.03263509  0.96736491]
[ 0.45375  0.54625]
[ 0.  1.]
[ 0.18258333  0.81741667]
[ 0.03333333  0.96666667]
[ 0.  1.]
[ 0.345  0.655]
[ 0.0625  0.9375]
[ 0.03125  0.96875]
[ 0.12649167  0.87350833]
[ 0.09357143  0.90642857]
[ 0.848  0.152]
[ 0.72066667  0.27933333]
[ 0.05379245  0.94620755]
[ 0.3173  0.6827]
[ 0.02347418  0.97652582]
[ 0.048425  0.951575]
[ 0.24486667  0.75513333]
[ 0.03263509  0.96736491]
[ 0.06593407  0.93406593]
[ 0.03263509  0.96736491]
[ 0.06593407  0.93406593]
[ 0.05800464  0.94199536]
[ 0.691  0.309]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.22541667  0.77458333]
[ 0.0664557  0.9335443]
[ 0.05379245  0.94620755]
[ 0.05521472  0.94478528]
[ 0.37625  0.62375]
[ 0.  1.]
[ 0.  1.]
[ 0.16666667  0.83333333]
[ 0.  1.]
[ 0.14814815  0.85185185]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.36725  0.63275]
[ 0.06823266  0.93176734]
[ 0.09677419  0.90322581]
[ 0.17277083  0.82722917]
[ 0.06823266  0.93176734]
[ 0.06682028  0.93317972]
[ 0.648  0.352]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.0664557  0.9335443]
[ 0.  1.]
[ 0.07954545  0.92045455]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.26725  0.73275]
[ 0.11111111  0.88888889]
[ 0.08333333  0.91666667]
[ 0.03263509  0.96736491]
[ 0.06379585  0.93620415]
[ 0.05263158  0.94736842]
[ 0.07023411  0.92976589]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.02702703  0.97297297]
[ 0.05379245  0.94620755]
[ 0.07627119  0.92372881]
[ 0.2595  0.7405]
[ 0.26329167  0.73670833]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.334  0.666]
[ 0.2395  0.7605]
[ 0.06379585  0.93620415]
[ 0.4825  0.5175]
[ 0.463  0.537]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.2625  0.7375]
[ 0.03263509  0.96736491]
[ 0.4015  0.5985]
[ 0.  1.]
[ 0.04735376  0.95264624]
[ 0.0430622  0.9569378]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.16658333  0.83341667]
[ 0.02352941  0.97647059]
[ 0.  1.]
[ 0.686  0.314]
[ 0.11764706  0.88235294]
[ 0.08139535  0.91860465]
[ 0.  1.]
[ 0.  1.]
[ 0.  1.]
[ 0.04814815  0.95185185]
[ 0.0664557  0.9335443]
[ 0.852  0.148]
[ 0.19266667  0.80733333]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.4295  0.5705]
[ 0.03263509  0.96736491]
[ 0.4925  0.5075]
[ 0.25  0.75]
[ 0.03263509  0.96736491]
[ 0.04735376  0.95264624]
[ 0.09701493  0.90298507]
[ 0.06682028  0.93317972]
[ 0.  1.]
[ 0.39754167  0.60245833]
[ 0.03263509  0.96736491]
[ 0.19258333  0.80741667]
[ 0.3965  0.6035]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.14814815  0.85185185]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.25063095  0.74936905]
[ 0.  1.]
[ 0.162  0.838]
[ 0.  1.]
[ 0.0952381  0.9047619]
[ 0.57175  0.42825]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.0795  0.9205]
[ 0.21375  0.78625]
[ 0.12121212  0.87878788]
[ 0.03263509  0.96736491]
[ 0.7045  0.2955]
[ 0.  1.]
[ 0.17857143  0.82142857]
[ 0.  1.]
[ 0.5  0.5]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.05263158  0.94736842]
[ 0.25361932  0.74638068]
[ 0.12011667  0.87988333]
[ 0.14247368  0.85752632]
[ 0.5435  0.4565]
[ 0.243  0.757]
[ 0.18745653  0.81254347]
[ 0.8555  0.1445]
[ 0.06682028  0.93317972]
[ 0.6705  0.3295]
[ 0.04347826  0.95652174]
[ 0.27025  0.72975]
[ 0.06837607  0.93162393]
[ 0.05379245  0.94620755]
[ 0.4395  0.5605]
[ 0.08139535  0.91860465]
[ 0.0664557  0.9335443]
[ 0.16666667  0.83333333]
[ 0.  1.]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.13475  0.86525]
[ 0.28875  0.71125]
[ 0.2095  0.7905]
[ 0.06439394  0.93560606]
[ 0.05379245  0.94620755]
[ 0.10074583  0.89925417]
[ 0.2152619  0.7847381]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.4605  0.5395]
[ 0.0212766  0.9787234]
[ 0.03263509  0.96736491]
[ 0.18199167  0.81800833]
[ 0.03263509  0.96736491]
[ 0.02857143  0.97142857]
[ 0.0952381  0.9047619]
[ 0.06439394  0.93560606]
[ 0.18375  0.81625]
[ 0.4525  0.5475]
[ 0.08510638  0.91489362]
[ 0.05521472  0.94478528]
[ 0.1890119  0.8109881]
[ 0.03983137  0.96016863]
[ 0.02857143  0.97142857]
[ 0.  1.]
[ 0.  1.]
[ 0.08333333  0.91666667]
[ 0.3865  0.6135]
[ 0.10467976  0.89532024]
[ 0.4055  0.5945]
[ 0.03263509  0.96736491]
[ 0.71566667  0.28433333]
[ 0.1885  0.8115]
[ 0.  1.]
[ 0.04735376  0.95264624]
[ 0.05266667  0.94733333]
[ 0.05379245  0.94620755]
[ 0.2505  0.7495]
[ 0.11111111  0.88888889]
[ 0.294  0.706]
[ 0.05703422  0.94296578]
[ 0.0664557  0.9335443]
[ 0.07023411  0.92976589]
[ 0.07142857  0.92857143]
[ 0.  1.]
[ 0.0315  0.9685]
[ 0.04447527  0.95552473]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.007875  0.992125]
[ 0.03263509  0.96736491]
[ 0.11807143  0.88192857]
[ 0.13333333  0.86666667]
[ 0.03263509  0.96736491]
[ 0.06439394  0.93560606]
[ 0.09803922  0.90196078]
[ 0.1315  0.8685]
[ 0.03263509  0.96736491]
[ 0.14285714  0.85714286]
[ 0.1  0.9]
[ 0.07023411  0.92976589]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.  1.]
[ 0.17604167  0.82395833]
[ 0.05800464  0.94199536]
[ 0.05379245  0.94620755]
[ 0.19591667  0.80408333]
[ 0.07142857  0.92857143]
[ 0.10263636  0.89736364]
[ 0.39525  0.60475]
[ 0.03263509  0.96736491]
[ 0.1517375  0.8482625]
[ 0.08510638  0.91489362]
[ 0.0664557  0.9335443]
[ 0.2466875  0.7533125]
[ 0.24491667  0.75508333]
[ 0.  1.]
[ 0.43675  0.56325]
[ 0.03263509  0.96736491]
[ 0.252  0.748]
[ 0.05379245  0.94620755]
[ 0.7435  0.2565]
[ 0.2945  0.7055]
[ 0.  1.]
[ 0.11111111  0.88888889]
[ 0.  1.]
[ 0.1654881  0.8345119]
[ 0.  1.]
[ 0.  1.]
[ 0.23254167  0.76745833]
[ 0.447  0.553]
[ 0.09392308  0.90607692]
[ 0.389  0.611]
[ 0.06682028  0.93317972]
[ 0.0664557  0.9335443]
[ 0.  1.]
[ 0.07142857  0.92857143]
[ 0.04735376  0.95264624]
[ 0.08139535  0.91860465]
[ 0.15133333  0.84866667]
[ 0.30902074  0.69097926]
[ 0.1  0.9]
[ 0.  1.]
[ 0.14113333  0.85886667]
[ 0.0430622  0.9569378]
[ 0.0225  0.9775]
[ 0.  1.]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.161  0.839]
[ 0.12121212  0.87878788]
[ 0.06379585  0.93620415]
[ 0.06682028  0.93317972]
[ 0.02489627  0.97510373]
[ 0.132625  0.867375]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.02857143  0.97142857]
[ 0.0430622  0.9569378]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.08139535  0.91860465]
[ 0.  1.]
[ 0.  1.]
[ 0.5185  0.4815]
[ 0.20425  0.79575]
[ 0.05379245  0.94620755]
[ 0.04714583  0.95285417]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.02564103  0.97435897]
[ 0.04661654  0.95338346]
[ 0.08411215  0.91588785]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.0990099  0.9009901]
[ 0.07142857  0.92857143]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.09065  0.90935]
[ 0.07575  0.92425]
[ 0.03263509  0.96736491]
[ 0.08474583  0.91525417]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.11170833  0.88829167]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.04212168  0.95787832]
[ 0.04735376  0.95264624]
[ 0.19563036  0.80436964]
[ 0.  1.]
[ 0.0664557  0.9335443]
[ 0.5  0.5]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
